day,well,type,n,sample,nutrients,dreissena,tea,lagerheimia,synechococcus,phyto,replicate,day_0_chlA,day_0_phycocyanin,day_1_chlA,day_1_phycocyanin,day_2_chlA,day_2_phycocyanin,day_7_chlA,day_7_phycocyanin,Dreissena_length,cells_per_ml
0,H12,algae,312,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,12480
0,H12,background,726,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,29040
7,A01,algae,930,1,0,0,0,1,1,SL,2,24,77,36,116,38,93,27,21,NA,37200
7,A01,background,16039,1,0,0,0,1,1,SL,2,24,77,36,116,38,93,27,21,NA,641560
7,A02,algae,1203,2,1,0,0,1,1,SL,1,34,128,43,147,36,191,34,72,NA,48120
7,A02,background,41799,2,1,0,0,1,1,SL,1,34,128,43,147,36,191,34,72,NA,1671960
7,A03,algae,411,3,0,1,0,0,1,S,2,12,158,24,178,20,92,17,8,14.49,16440
7,A03,background,1057,3,0,1,0,0,1,S,2,12,158,24,178,20,92,17,8,14.49,42280
7,A04,algae,162,4,1,1,0,1,0,L,3,36,5,20,3,21,3,16,4,15.06,6480
7,A04,background,350,4,1,1,0,1,0,L,3,36,5,20,3,21,3,16,4,15.06,14e3
7,A05,algae,41,5,0,1,0,1,1,SL,1,23,70,17,18,19,28,13,5,12.37,1640
7,A05,background,55,5,0,1,0,1,1,SL,1,23,70,17,18,19,28,13,5,12.37,2200
7,A06,algae,140,6,0,1,0,0,1,S,4,12,148,17,98,22,45,13,5,12.87,5600
7,A06,background,260,6,0,1,0,0,1,S,4,12,148,17,98,22,45,13,5,12.87,10400
7,A07,algae,572,7,1,0,1,0,1,S,4,24,265,42,337,45,325,16,60,NA,22880
7,A07,background,15348,7,1,0,1,0,1,S,4,24,265,42,337,45,325,16,60,NA,613920
7,A08,algae,178,8,0,1,0,1,0,L,4,37,4,15,4,23,5,26,5,16.08,7120
7,A08,background,227,8,0,1,0,1,0,L,4,37,4,15,4,23,5,26,5,16.08,9080
7,A09,algae,357,9,1,1,0,1,1,SL,4,33,126,29,144,56,210,24,5,14.23,14280
7,A09,background,821,9,1,1,0,1,1,SL,4,33,126,29,144,56,210,24,5,14.23,32840
7,A10,algae,1304,10,1,0,0,1,0,L,4,40,5,42,5,43,7,42,5,NA,52160
7,A10,background,2740,10,1,0,0,1,0,L,4,40,5,42,5,43,7,42,5,NA,109600
7,A11,algae,500,11,1,0,1,0,1,S,1,23,263,44,341,46,323,15,57,NA,2e4
7,A11,background,20062,11,1,0,1,0,1,S,1,23,263,44,341,46,323,15,57,NA,802480
7,A12,algae,45,12,0,0,0,0,1,S,3,12,158,18,110,15,46,10,17,NA,1800
7,A12,background,2285,12,0,0,0,0,1,S,3,12,158,18,110,15,46,10,17,NA,91400
7,B01,algae,444,13,1,0,0,0,1,S,1,22,264,38,301,46,314,17,57,NA,17760
7,B01,background,29650,13,1,0,0,0,1,S,1,22,264,38,301,46,314,17,57,NA,1186e3
7,B02,algae,980,14,1,0,0,1,0,L,3,42,5,45,5,50,5,44,5,NA,39200
7,B02,background,2816,14,1,0,0,1,0,L,3,42,5,45,5,50,5,44,5,NA,112640
7,B03,algae,113,15,1,1,1,1,0,L,2,47,5,35,4,19,4,38,7,17.34,4520
7,B03,background,225,15,1,1,1,1,0,L,2,47,5,35,4,19,4,38,7,17.34,9e3
7,B04,algae,81,16,1,1,1,1,0,L,1,37,5,24,4,26,4,14,5,12.38,3240
7,B04,background,50,16,1,1,1,1,0,L,1,37,5,24,4,26,4,14,5,12.38,2e3
7,B05,algae,1102,17,1,0,1,1,1,SL,2,33,130,43,163,60,252,42,58,NA,44080
7,B05,background,12060,17,1,0,1,1,1,SL,2,33,130,43,163,60,252,42,58,NA,482400
7,B06,algae,92,18,1,1,0,1,1,SL,1,25,104,17,33,16,32,14,4,12.33,3680
7,B06,background,31,18,1,1,0,1,1,SL,1,25,104,17,33,16,32,14,4,12.33,1240
7,B07,algae,1116,19,0,0,1,1,0,L,4,36,4,40,4,40,4,32,4,NA,44640
7,B07,background,888,19,0,0,1,1,0,L,4,36,4,40,4,40,4,32,4,NA,35520
7,B08,algae,194,20,0,1,1,0,1,S,2,15,142,24,197,29,161,22,6,15.22,7760
7,B08,background,297,20,0,1,1,0,1,S,2,15,142,24,197,29,161,22,6,15.22,11880
7,B09,algae,380,21,0,1,0,1,0,L,2,32,5,35,5,24,4,15,3,11.74,15200
7,B09,background,836,21,0,1,0,1,0,L,2,32,5,35,5,24,4,15,3,11.74,33440
7,B10,algae,32,22,1,1,0,0,1,S,3,18,229,15,69,11,22,18,4,12.87,1280
7,B10,background,26,22,1,1,0,0,1,S,3,18,229,15,69,11,22,18,4,12.87,1040
7,B11,algae,1089,23,0,0,0,1,0,L,1,34,4,38,5,38,5,39,5,NA,43560
7,B11,background,2218,23,0,0,0,1,0,L,1,34,4,38,5,38,5,39,5,NA,88720
7,B12,algae,135,24,1,1,1,1,1,SL,2,34,126,42,162,48,205,44,11,12.59,5400
7,B12,background,113,24,1,1,1,1,1,SL,2,34,126,42,162,48,205,44,11,12.59,4520
7,C01,algae,252,25,1,1,1,1,1,SL,4,29,121,36,121,35,93,26,7,15.27,10080
7,C01,background,333,25,1,1,1,1,1,SL,4,29,121,36,121,35,93,26,7,15.27,13320
7,C02,algae,129,26,0,1,1,0,1,S,4,13,150,15,68,15,40,12,3,13.62,5160
7,C02,background,197,26,0,1,1,0,1,S,4,13,150,15,68,15,40,12,3,13.62,7880
7,C03,algae,248,27,0,0,1,0,1,S,4,14,161,25,167,19,60,12,27,NA,9920
7,C03,background,3419,27,0,0,1,0,1,S,4,14,161,25,167,19,60,12,27,NA,136760
7,C04,algae,553,28,1,0,1,0,1,S,3,25,263,42,352,48,347,18,70,NA,22120
7,C04,background,13212,28,1,0,1,0,1,S,3,25,263,42,352,48,347,18,70,NA,528480
7,C05,algae,203,29,0,1,0,1,0,L,3,35,5,34,4,26,6,14,2,14.74,8120
7,C05,background,881,29,0,1,0,1,0,L,3,35,5,34,4,26,6,14,2,14.74,35240
7,C06,algae,61,30,0,1,0,0,1,S,1,13,164,27,204,38,233,28,11,12.7,2440
7,C06,background,82,30,0,1,0,0,1,S,1,13,164,27,204,38,233,28,11,12.7,3280
7,C07,algae,337,31,1,1,1,0,1,S,1,21,266,41,329,51,357,36,11,12.91,13480
7,C07,background,443,31,1,1,1,0,1,S,1,21,266,41,329,51,357,36,11,12.91,17720
7,C08,algae,393,32,1,1,1,1,0,L,4,39,7,38,4,25,4,69,5,15.32,15720
7,C08,background,850,32,1,1,1,1,0,L,4,39,7,38,4,25,4,69,5,15.32,34e3
7,C09,algae,104,33,0,1,0,1,1,SL,2,25,72,17,30,15,23,15,4,13.46,4160
7,C09,background,182,33,0,1,0,1,1,SL,2,25,72,17,30,15,23,15,4,13.46,7280
7,C10,algae,252,34,1,1,0,1,1,SL,3,24,108,31,121,35,133,22,5,14.21,10080
7,C10,background,293,34,1,1,0,1,1,SL,3,24,108,31,121,35,133,22,5,14.21,11720
7,C11,algae,231,35,0,1,1,1,1,SL,2,26,79,37,154,43,164,16,7,13.81,9240
7,C11,background,436,35,0,1,1,1,1,SL,2,26,79,37,154,43,164,16,7,13.81,17440
7,C12,algae,1123,36,1,0,1,1,0,L,2,42,5,46,6,49,5,53,6,NA,44920
7,C12,background,491,36,1,0,1,1,0,L,2,42,5,46,6,49,5,53,6,NA,19640
7,D01,algae,1120,37,1,0,1,1,1,SL,3,35,127,46,172,62,254,46,64,NA,44800
7,D01,background,13066,37,1,0,1,1,1,SL,3,35,127,46,172,62,254,46,64,NA,522640
7,D02,algae,81,38,0,1,0,0,1,S,3,13,127,9,45,12,38,16,4,14.94,3240
7,D02,background,83,38,0,1,0,0,1,S,3,13,127,9,45,12,38,16,4,14.94,3320
7,D03,algae,910,39,0,0,1,1,1,SL,1,28,83,38,147,41,111,25,26,NA,36400
7,D03,background,5324,39,0,0,1,1,1,SL,1,28,83,38,147,41,111,25,26,NA,212960
7,D04,algae,283,40,1,0,0,0,1,S,4,21,258,39,302,48,309,17,58,NA,11320
7,D04,background,12208,40,1,0,0,0,1,S,4,21,258,39,302,48,309,17,58,NA,488320
7,D05,algae,862,41,1,0,0,1,1,SL,2,32,130,40,146,53,207,35,67,NA,34480
7,D05,background,15891,41,1,0,0,1,1,SL,2,32,130,40,146,53,207,35,67,NA,635640
7,D06,algae,1028,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,41120
7,D06,background,4665,42,0,0,1,1,1,SL,3,29,82,37,154,44,118,26,24,NA,186600
7,D07,algae,147,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,5880
7,D07,background,3160,43,0,0,0,0,1,S,1,12,158,18,107,16,45,10,19,NA,126400
7,D08,algae,403,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,16120
7,D08,background,645,44,0,1,1,0,1,S,1,16,160,25,176,35,184,44,10,14.87,25800
7,D09,algae,116,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,4640
7,D09,background,130,45,0,1,1,1,0,L,3,35,6,19,4,16,3,30,6,16.03,5200
7,D10,algae,1179,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,47160
7,D10,background,4457,46,0,0,1,1,1,SL,2,29,80,38,152,45,140,27,23,NA,178280
7,D11,algae,521,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,20840
7,D11,background,620,47,1,1,1,0,1,S,3,24,265,41,331,62,390,50,11,12.16,24800
7,D12,algae,303,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,12120
7,D12,background,6721,48,1,0,1,0,1,S,2,25,265,43,336,56,385,17,48,NA,268840
7,E01,algae,664,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,26560
7,E01,background,8147,49,0,0,1,1,1,SL,4,27,85,40,153,31,123,23,25,NA,325880
7,E02,algae,1181,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,47240
7,E02,background,1225,50,0,1,1,0,1,S,3,15,168,31,193,24,84,28,31,15.22,49e3
7,E03,algae,469,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,18760
7,E03,background,1635,51,1,1,0,1,0,L,2,46,6,40,5,30,5,69,7,12.51,65400
7,E04,algae,87,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,3480
7,E04,background,113,52,1,1,0,1,1,SL,2,33,129,31,111,27,83,17,5,13.37,4520
7,E05,algae,1103,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,44120
7,E05,background,2192,53,1,0,0,1,0,L,2,42,5,49,6,42,6,45,6,NA,87680
7,E06,algae,269,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,10760
7,E06,background,13252,54,1,0,0,0,1,S,3,22,261,39,308,46,307,17,60,NA,530080
7,E07,algae,952,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,38080
7,E07,background,669,55,0,0,1,1,0,L,2,35,23,37,5,32,4,36,5,NA,26760
7,E08,algae,138,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,5520
7,E08,background,2554,56,0,0,1,0,1,S,3,14,154,24,160,17,55,9,23,NA,102160
7,E09,algae,518,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,20720
7,E09,background,2728,57,1,1,1,1,0,L,3,42,5,33,5,22,4,53,14,11.27,109120
7,E10,algae,371,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,14840
7,E10,background,2782,58,0,0,0,1,1,SL,4,26,79,35,114,35,89,23,11,NA,111280
7,E11,algae,23,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,920
7,E11,background,1887,59,0,0,0,0,1,S,2,13,158,16,109,15,42,10,18,NA,75480
7,E12,algae,58,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,2320
7,E12,background,155,60,0,1,1,1,1,SL,3,23,77,16,35,16,43,13,12,16.7,6200
7,F01,algae,771,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,30840
7,F01,background,804,61,0,0,0,1,0,L,2,41,5,37,4,27,5,33,4,NA,32160
7,F02,algae,988,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,39520
7,F02,background,1093,62,0,0,1,1,0,L,3,35,6,25,3,34,5,38,5,NA,43720
7,F03,algae,53,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,2120
7,F03,background,3583,63,0,0,0,0,1,S,4,13,160,16,107,15,42,9,18,NA,143320
7,F04,algae,257,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,10280
7,F04,background,2758,64,0,0,1,0,1,S,1,14,165,23,154,16,54,10,21,NA,110320
7,F05,algae,103,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,4120
7,F05,background,172,65,0,1,1,1,0,L,2,39,4,19,3,24,4,16,3,13.87,6880
7,F06,algae,457,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,18280
7,F06,background,645,66,1,1,1,1,1,SL,3,30,126,37,152,46,214,40,11,16.1,25800
7,F07,algae,103,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,4120
7,F07,background,254,67,1,0,1,1,0,L,1,43,5,32,5,19,2,41,4,NA,10160
7,F08,algae,908,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,36320
7,F08,background,1891,68,1,1,1,0,1,S,4,23,246,35,275,47,349,26,8,14.52,75640
7,F09,algae,607,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,24280
7,F09,background,5293,69,1,0,0,1,0,L,1,43,4,33,5,34,4,48,5,NA,211720
7,F10,algae,546,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,21840
7,F10,background,5569,70,0,0,0,1,1,SL,1,26,79,31,116,36,105,24,18,NA,222760
7,F11,algae,721,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,28840
7,F11,background,6957,71,1,0,1,1,1,SL,4,35,126,38,173,62,284,43,58,NA,278280
7,F12,algae,453,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,18120
7,F12,background,755,72,0,1,0,1,1,SL,4,26,76,27,111,38,194,16,5,14.73,30200
7,G01,algae,455,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,18200
7,G01,background,27194,73,1,0,0,0,1,S,2,23,253,36,287,44,315,19,55,NA,1087760
7,G02,algae,346,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,13840
7,G02,background,642,74,0,1,1,1,0,L,1,36,4,23,4,15,3,51,6,14.03,25680
7,G03,algae,565,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,22600
7,G03,background,600,75,0,0,1,1,0,L,1,37,6,25,4,30,4,25,5,NA,24e3
7,G04,algae,638,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,25520
7,G04,background,367,76,1,0,1,1,0,L,3,45,5,33,4,33,5,37,3,NA,14680
7,G05,algae,575,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,23e3
7,G05,background,505,77,1,1,0,0,1,S,1,24,257,39,308,50,332,98,13,13.7,20200
7,G06,algae,296,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,11840
7,G06,background,254,78,1,1,0,1,0,L,1,43,5,24,4,33,3,12,2,14.39,10160
7,G07,algae,685,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,27400
7,G07,background,6767,79,0,0,0,1,1,SL,3,25,76,31,115,36,89,24,20,NA,270680
7,G08,algae,359,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,14360
7,G08,background,754,80,0,1,0,1,0,L,1,35,NA,27,5,28,4,35,4,15.54,30160
7,G09,algae,1108,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,44320
7,G09,background,939,81,1,0,1,1,0,L,4,40,NA,40,5,48,7,43,5,NA,37560
7,G10,algae,116,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,4640
7,G10,background,123,82,1,1,1,1,1,SL,1,22,NA,20,45,21,49,47,7,17.68,4920
7,G11,algae,76,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,3040
7,G11,background,100,83,1,1,0,0,1,S,4,16,NA,18,92,17,80,27,6,15.7,4e3
7,G12,algae,59,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,2360
7,G12,background,20,84,0,1,1,1,0,L,4,31,6,16,3,16,3,15,5,13.15,800
7,H01,algae,965,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,38600
7,H01,background,4450,85,0,0,0,1,0,L,3,34,5,37,6,34,4,29,4,NA,178e3
7,H02,algae,218,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,8720
7,H02,background,406,86,0,1,0,1,1,SL,3,26,75,24,91,27,114,12,5,13.8,16240
7,H03,algae,954,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,38160
7,H03,background,3380,87,0,0,0,1,0,L,4,36,5,34,5,31,5,27,5,NA,135200
7,H04,algae,397,88,0,0,1,0,1,S,2,15,165,24,147,18,52,9,24,NA,15880
7,H04,background,6049,88,0,0,1,0,1,S,2,15,165,24,147,18,52,9,24,NA,241960
7,H05,algae,529,89,1,1,0,1,0,L,4,40,5,30,5,18,3,107,10,12.79,21160
7,H05,background,90,89,1,1,0,1,0,L,4,40,5,30,5,18,3,107,10,12.79,3600
7,H06,algae,295,90,1,1,0,0,1,S,2,21,238,21,176,33,224,19,6,11.64,11800
7,H06,background,575,90,1,1,0,0,1,S,2,21,238,21,176,33,224,19,6,11.64,23e3
7,H07,algae,790,91,1,0,0,1,1,SL,4,33,128,37,140,53,208,32,70,NA,31600
7,H07,background,16121,91,1,0,0,1,1,SL,4,33,128,37,140,53,208,32,70,NA,644840
7,H08,algae,371,92,1,1,1,0,1,S,2,25,255,36,284,51,363,27,12,14.68,14840
7,H08,background,997,92,1,1,1,0,1,S,2,25,255,36,284,51,363,27,12,14.68,39880
7,H09,algae,888,93,1,0,0,1,1,SL,3,34,NA,39,143,56,224,38,70,NA,35520
7,H09,background,18795,93,1,0,0,1,1,SL,3,34,NA,39,143,56,224,38,70,NA,751800
7,H10,algae,110,94,0,1,1,1,1,SL,4,27,NA,26,103,33,133,20,6,14.18,4400
7,H10,background,335,94,0,1,1,1,1,SL,4,27,NA,26,103,33,133,20,6,14.18,13400
7,H11,algae,1043,95,1,0,1,1,1,SL,1,33,NA,43,169,59,257,40,59,NA,41720
7,H11,background,11043,95,1,0,1,1,1,SL,1,33,NA,43,169,59,257,40,59,NA,441720
7,H12,algae,195,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,7800
7,H12,background,287,96,0,1,1,1,1,SL,1,26,NA,36,139,48,170,14,7,11.29,11480
